,name,github_id,group_id,group,category,labels,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,watchers_count,pr_count,star_count,description,contributor_count,projectrank,show,recent_commit_count,release_count,open_issue_count,closed_issue_count,latest_stable_release_published_at,dependent_project_count,monthly_downloads,projectrank_placing,latest_stable_release_number,github_release_downloads,github_dependent_project_count,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,updated_github_id,npm_id,npm_url,npm_monthly_downloads,dockerhub_stars,trending,pypi_id,pypi_url,pypi_monthly_downloads,helm_id,maven_id,maven_url,brew_id,gem_url,apt_id
48,did-resolver,decentralized-identity/did-resolver,,,decentralized,['dif'],https://github.com/decentralized-identity/did-resolver,https://github.com/decentralized-identity/did-resolver,Apache-2.0,2018-02-20 16:33:55,2023-06-05 00:11:26.000000,2023-03-08 14:05:28,373.0,42.0,24.0,123.0,178.0,Universal did-resolver for javascript environments.,24.0,28,True,,24.0,3.0,18.0,2023-03-08 14:05:37,4118.0,118687.0,1.0,4.1.0,,4118.0,,,,,,did-resolver,https://www.npmjs.com/package/did-resolver,118687.0,,,,,,,,,,,
49,keto,ory/keto,,,authorization,['ory'],https://github.com/ory/keto,https://github.com/ory/keto,Apache-2.0,2018-03-17 10:40:15,2023-06-07 22:49:37.000000,2023-06-07 09:26:39,1401.0,286.0,58.0,970.0,4057.0,"Open Source (Go) implementation of Zanzibar: Googles Consistent, Global Authorization System. Ships gRPC, REST APIs,..",66.0,27,True,30.0,50.0,45.0,251.0,,2.0,765145.0,3.0,,15182.0,2.0,oryd/keto,https://hub.docker.com/r/oryd/keto,2023-03-09 14:30:27.177505,48186808.0,,,,,6.0,-1.0,,,,,,,,,
50,cerbos,cerbos/cerbos,,,authorization,,https://github.com/cerbos/cerbos,https://github.com/cerbos/cerbos,Apache-2.0,2021-03-21 13:23:10,2023-06-08 17:01:46.000000,2023-06-08 17:01:45,1266.0,69.0,21.0,1342.0,1443.0,"Cerbos is the open core, language-agnostic, scalable authorization solution that makes user permissions and..",18.0,27,True,87.0,50.0,39.0,226.0,2023-06-07 08:40:22,11.0,1332.0,3.0,0.27.0,35977.0,11.0,ghcr.io/cerbos/cerbos,https://hub.docker.com/r/ghcr.io/cerbos/cerbos,,,,,,,,,,,,oci://ghcr.io/cerbos/helm-charts/cerbos,,,,,
51,jansen,janssenproject/jans,,,idp,['linux-foundation'],https://github.com/JanssenProject/jans,https://github.com/JanssenProject/jans,Apache-2.0,2020-11-03 15:00:37,2023-06-08 17:29:04.000000,2023-06-08 13:39:45,32388.0,46.0,26.0,2890.0,243.0,"Welcome to the Janssen Project, an open standards-based digital Identity platform introducing Agama, a programming..",107.0,27,True,584.0,100.0,311.0,1937.0,2023-05-10 09:56:13,,244.0,3.0,1.0.13,734.0,,,,,,,,,,,,,,,,,,,,
52,aries-framework-go,hyperledger/aries-framework-go,aries,,decentralized,['hyperledger'],https://github.com/hyperledger/aries-framework-go,https://github.com/hyperledger/aries-framework-go,Apache-2.0,2019-07-09 20:45:08,2023-06-08 13:47:38.000000,2023-06-07 13:51:44,3173.0,152.0,21.0,2014.0,226.0,Hyperledger Aries Framework Go provides packages for building Agent / DIDComm services.,58.0,27,True,36.0,14.0,387.0,1194.0,2023-05-09 10:57:15,297.0,,1.0,0.3.2,,297.0,,,,,,,,,,,,,,,,,,,
53,did-jwt-vc,decentralized-identity/did-jwt-vc,,,decentralized,['dif'],https://github.com/decentralized-identity/did-jwt-vc,https://github.com/decentralized-identity/did-jwt-vc,Apache-2.0,2019-07-22 20:20:06,2023-06-08 02:39:04.000000,2023-06-08 02:39:02,313.0,38.0,24.0,86.0,150.0,Create and verify W3C Verifiable Credentials and Presentations in JWT format.,22.0,27,True,16.0,41.0,5.0,44.0,2023-06-08 02:39:22,624.0,17068.0,1.0,3.2.3,,624.0,,,,,,did-jwt-vc,https://www.npmjs.com/package/did-jwt-vc,17068.0,,,,,,,,,,,
54,whisper,openai/whisper,,,voice,,https://github.com/openai/whisper,https://github.com/openai/whisper,MIT,2022-09-16 20:02:54,2023-06-05 15:02:42.000000,2023-05-05 07:31:35,115.0,4174.0,358.0,153.0,38563.0,Robust Speech Recognition via Large-Scale Weak Supervision.,54.0,26,True,20.0,6.0,,,2023-03-15 07:40:02,,161400.0,3.0,20230314,,,,,,,,,,,,,openai-whisper,https://pypi.org/project/openai-whisper,161400.0,,,,,,
55,kanidm,kanidm/kanidm,,,idp,,https://github.com/kanidm/kanidm,https://github.com/kanidm/kanidm,MPL-2.0,2019-02-02 01:41:26,2023-06-08 10:54:52.000000,2023-06-08 10:17:46,1266.0,88.0,16.0,1218.0,1490.0,"Kanidm: A simple, secure and fast identity management platform.",42.0,26,True,203.0,14.0,112.0,366.0,2023-05-01 01:14:41,42.0,115.0,3.0,1.1.0-alpha.12,18.0,42.0,kanidm/server,https://hub.docker.com/r/kanidm/server,2023-06-05 01:49:45.267316,6009.0,,,,,,,,,,,,,,,
56,conjur,cyberark/conjur,,,machine,,https://github.com/cyberark/conjur,https://github.com/cyberark/conjur,LGPL,2016-06-28 21:18:07,2023-06-08 15:02:27.000000,2023-06-01 18:38:42,3304.0,117.0,46.0,1713.0,674.0,CyberArk Conjur automatically secures secrets used by privileged users and machine identities.,89.0,26,True,60.0,69.0,206.0,901.0,2023-01-26 20:38:30,,81652.0,3.0,1.19.3,329.0,,cyberark/conjur,https://hub.docker.com/r/cyberark/conjur,2023-05-26 17:41:04.395631,6858509.0,,,,,30.0,,,,,,,,,,
57,deepfacelab,iperov/DeepFaceLab,,,face,,https://github.com/iperov/DeepFaceLab,https://github.com/iperov/DeepFaceLab,GPL-3.0,2018-06-04 13:10:00,2023-06-06 19:13:03.000000,2023-04-27 06:45:45,1313.0,8279.0,1076.0,125.0,40344.0,DeepFaceLab is the leading software for creating deepfakes.,22.0,25,True,1.0,2.0,528.0,758.0,2020-04-09 05:48:48,,3832.0,3.0,DF.wf.288res.384.92.72.22,149475.0,,,,,,,,,,,,,,,,,,,,
58,authentik,goauthentik/authentik,,,idp,,https://github.com/goauthentik/authentik,https://github.com/goauthentik/authentik,https://github.com/goauthentik/authentik/blob/13591fc72cd2f07bdd1c17f66e4f4f0a6608d8eb/authentik/enterprise/LICENSE,2019-12-30 09:19:48,2023-06-08 18:08:48.000000,2023-06-08 18:08:47,11734.0,317.0,19.0,4466.0,4026.0,The authentication glue you need.,167.0,25,True,690.0,100.0,349.0,970.0,2023-06-01 18:32:23,,50.0,3.0,ersion/2023.5.3,1220.0,,,,,,,,,,,,,,,https://charts.goauthentik.io,,,,,
59,deepfacelive,iperov/DeepFaceLive,,,face,,https://github.com/iperov/DeepFaceLive,https://github.com/iperov/DeepFaceLive,GPL-3.0,2020-12-15 12:19:22,2023-05-30 08:51:55.000000,2023-05-30 08:51:55,324.0,1897.0,216.0,25.0,14345.0,Real-time face swap for PC streaming or video calls.,11.0,24,True,4.0,35.0,1.0,127.0,2023-01-21 09:26:53,,16615.0,3.0,TINA_SHIFT,398771.0,,,,,,,,,,,,,,,,,,,,
60,lemur,netflix/lemur,,,pki,,https://github.com/Netflix/lemur,https://github.com/Netflix/lemur,Apache-2.0,2015-06-16 16:36:07,2023-06-08 01:12:13.000000,2023-06-08 01:12:13,5486.0,303.0,395.0,3882.0,1639.0,Repository for the Lemur Certificate Manager.,147.0,24,True,124.0,25.0,121.0,392.0,2023-04-04 20:35:03,,0.0,3.0,1.4.0,49.0,,,,,,,,,,,,,,,,,,,,
61,opal,permitio/opal,,,authorization,,https://github.com/permitio/opal,https://github.com/permitio/opal,Apache-2.0,2021-02-14 11:37:31,2023-06-08 10:00:25.000000,2023-06-08 10:00:25,1616.0,104.0,19.0,310.0,1595.0,"Policy and data administration, distribution, and real-time updates on top of Policy Agents (OPA, Cedar, ...).",41.0,24,True,187.0,29.0,29.0,74.0,2023-05-10 19:13:49,,1469.0,3.0,0.7.0,435.0,,permitio/opal-server,https://hub.docker.com/r/permitio/opal-server,2023-05-23 15:29:19.963711,40709.0,,,,,,-1.0,,,,,,,,,
62,aries-python,hyperledger/aries-cloudagent-python,aries,,decentralized,['hyperledger'],https://github.com/hyperledger/aries-cloudagent-python,https://github.com/hyperledger/aries-cloudagent-python,Apache-2.0,2019-06-24 18:12:14,2023-06-08 17:16:53.000000,2023-06-07 18:18:18,7436.0,406.0,32.0,1340.0,349.0,Hyperledger Aries Cloud Agent Python (ACA-Py) is a foundation for building decentralized identity applications and..,115.0,24,True,218.0,52.0,182.0,736.0,2023-04-06 14:41:18,,,2.0,0.8.1,,,,,,,,,,,,,,,,,,,,,
63,iota-identity,iotaledger/identity.rs,,,decentralized,,https://github.com/iotaledger/identity.rs,https://github.com/iotaledger/identity.rs,Apache-2.0,2020-02-06 14:33:11,2023-06-06 20:09:31.000000,2023-06-05 16:19:28,1348.0,63.0,24.0,900.0,256.0,Implementation of the Decentralized Identity standards such as DID and Verifiable Credentials by W3C for the IOTA..,32.0,24,True,25.0,18.0,56.0,198.0,2023-03-08 16:34:58,85.0,,2.0,0.6.2,,85.0,,,,,,,,,,,,,,,,,,,
64,aries-vcx,hyperledger/aries-vcx,aries,,decentralized,['hyperledger'],https://github.com/hyperledger/aries-vcx,https://github.com/hyperledger/aries-vcx,Apache-2.0,2020-07-21 07:26:03,2023-06-08 16:40:09.000000,2023-06-08 12:02:01,9574.0,40.0,11.0,734.0,53.0,"AriesVCX is a Rust library for building web and mobile applications issuing, holding, presenting and verifying..",138.0,24,False,59.0,61.0,34.0,103.0,2023-05-23 13:25:58,10.0,291.0,2.0,0.56.0,9904.0,10.0,,,,,,,,,,,,,,,,,,,
65,supertokens,supertokens/supertokens-core,,,idp,,https://github.com/supertokens/supertokens-core,https://github.com/supertokens/supertokens-core,https://github.com/supertokens/supertokens-core/blob/4a134fff6e96c46546fd11d66592d75c9fcef614/ee/LICENSE.md,2020-01-05 13:30:52,2023-06-08 15:38:13.000000,2023-05-16 13:00:35,731.0,331.0,64.0,277.0,9487.0,Open source alternative to Auth0 / Firebase Auth / AWS Cognito.,24.0,23,True,60.0,24.0,94.0,316.0,2023-05-09 12:39:51,,,3.0,5.0.0,,,registry.supertokens.io/supertokens/supertokens-postgresql,https://hub.docker.com/r/registry.supertokens.io/supertokens/supertokens-postgresql,,,,,,,,,,,,,,,,,
66,permify,permify/permify,,,authorization,,https://github.com/Permify/permify,https://github.com/Permify/permify,Apache-2.0,2022-07-14 11:16:57,2023-06-06 12:42:54.000000,2023-06-06 12:42:50,1461.0,50.0,13.0,411.0,1483.0,Permify is an open-source authorization service inspired by Google Zanzibar.,22.0,23,True,435.0,29.0,23.0,77.0,2023-06-01 17:27:07,,63.0,3.0,0.4.4,637.0,,ghcr.io/permify/permify,https://hub.docker.com/r/ghcr.io/permify/permify,,,,,,,,,,,,,,,,,
67,freeipa,freeipa/freeipa,,,idp,,https://github.com/freeipa/freeipa,https://github.com/freeipa/freeipa,GPL-3.0,2012-05-15 20:34:40,2023-06-08 15:10:33.000000,2023-06-07 07:53:07,15614.0,299.0,51.0,6874.0,950.0,"Mirror of FreeIPA, an integrated security information management solution.",216.0,23,True,101.0,,,,,,40845.0,3.0,,,,freeipa/freeipa-server,https://hub.docker.com/r/freeipa/freeipa-server,2023-06-07 05:29:36.909094,5432404.0,,,,,149.0,,,,,,,,,,
68,athenz,athenz/athenz,,,pki,['linux-foundation'],https://github.com/AthenZ/athenz,https://github.com/AthenZ/athenz,Apache-2.0,2016-11-16 18:23:08,2023-06-08 14:43:25.000000,2023-06-08 14:43:21,2684.0,236.0,52.0,1979.0,778.0,Open source platform for X.509 certificate based service authentication and fine grained access control in dynamic..,71.0,23,True,105.0,100.0,28.0,183.0,2023-06-06 01:14:36,,,3.0,1.11.32,,,,,,,,,,,,,,,,,,,,,
69,universal-resolver,decentralized-identity/universal-resolver,,,decentralized,,https://github.com/decentralized-identity/universal-resolver,https://github.com/decentralized-identity/universal-resolver,Apache-2.0,2017-08-01 18:25:42,2023-06-08 01:38:56.000000,2023-05-31 12:36:14,1612.0,206.0,58.0,269.0,461.0,Universal Resolver implementation and drivers.,94.0,23,True,19.0,6.0,23.0,78.0,2022-01-07 16:42:38,,1543.0,2.0,0.5.0,,,universalresolver/uni-resolver-web,https://hub.docker.com/r/universalresolver/uni-resolver-web,2023-05-31 12:38:24.659410,108031.0,,,,,,,,,,,,,,,
70,howdy,boltgolt/howdy,,,authentication,,https://github.com/boltgolt/howdy,https://github.com/boltgolt/howdy,MIT,2018-01-05 00:54:21,2023-06-07 16:06:52.000000,2023-03-08 16:41:32,506.0,255.0,52.0,128.0,4724.0,Windows Hello style facial authentication for Linux.,54.0,22,True,,11.0,167.0,499.0,2020-09-02 15:57:23,,194.0,3.0,2.6.1,12477.0,,,,,,,,,,,,,,,,,,,,howdy
71,gotrue,netlify/gotrue,,,idp,,https://github.com/netlify/gotrue,https://github.com/netlify/gotrue,MIT,2016-05-16 23:14:24,2023-05-27 21:02:59.000000,2023-05-05 17:28:31,638.0,254.0,64.0,218.0,3434.0,An SWT based API for managing users and issuing SWT tokens.,38.0,21,True,3.0,2.0,13.0,116.0,2022-02-09 12:50:28,10.0,,3.0,1.0.1,,10.0,,,,,,,,,,,,,,,,,,,
72,openbr,biometrics/openbr,,,face,,https://github.com/biometrics/openbr,https://github.com/biometrics/openbr,,2012-12-20 02:52:37,2022-12-15 18:51:36.000000,2022-12-15 18:47:15,4019.0,748.0,253.0,321.0,2797.0,"Open Source Biometrics, Face Recognition.",55.0,21,False,,4.0,62.0,209.0,2015-09-29 22:50:55,,949.0,3.0,1.1.0,109170.0,,,,,,,,,,,,,,,,,,,,
73,appauth-ios,openid/appauth-ios,,,authentication,['openid'],https://github.com/openid/AppAuth-iOS,https://github.com/openid/AppAuth-iOS,Apache-2.0,2016-02-11 14:38:23,2023-06-08 07:15:02.000000,2023-04-28 17:27:10,390.0,627.0,90.0,302.0,1543.0,iOS and macOS SDK for communicating with OAuth 2.0 and OpenID Connect providers.,46.0,21,True,5.0,25.0,158.0,299.0,2023-05-01 17:52:41,,,3.0,1.6.2,,,,,,,,,,,,,,,,,,,,,
74,aries-framework-javascript,hyperledger/aries-framework-javascript,aries,,decentralized,['hyperledger'],https://github.com/hyperledger/aries-framework-javascript,https://github.com/hyperledger/aries-framework-javascript,Apache-2.0,2019-11-20 17:23:33,2023-06-08 15:14:12.000000,2023-06-07 21:15:03,773.0,128.0,25.0,906.0,188.0,Aries Framework JavaScript (Built using TypeScript).,52.0,21,True,68.0,75.0,158.0,394.0,2023-06-03 17:51:03,2.0,,2.0,0.4.0,,2.0,,,,,,,,,,,,,,,,,,,
75,web-did-resolver,decentralized-identity/web-did-resolver,,,decentralized,['dif'],https://github.com/decentralized-identity/web-did-resolver,https://github.com/decentralized-identity/web-did-resolver,Apache-2.0,2018-09-20 21:44:09,2023-06-05 01:38:19.000000,2023-05-14 15:40:34,245.0,14.0,14.0,112.0,69.0,DID resolver for HTTPS domains.,12.0,21,False,9.0,35.0,1.0,10.0,2023-05-14 15:40:43,613.0,17698.0,2.0,2.0.24,,613.0,,,,,,web-did-resolver,https://www.npmjs.com/package/web-did-resolver,17698.0,,,,,,,,,,,
76,facenet,davidsandberg/facenet,,,face,,https://github.com/davidsandberg/facenet,https://github.com/davidsandberg/facenet,MIT,2016-02-12 22:14:40,2023-03-25 00:05:44.000000,2018-04-16 17:32:11,566.0,4658.0,567.0,121.0,13086.0,Face recognition using Tensorflow.,36.0,20,False,,,495.0,618.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
77,sidetree,decentralized-identity/sidetree,,,standards,['dif'],https://github.com/decentralized-identity/sidetree,https://github.com/decentralized-identity/sidetree,Apache-2.0,2018-09-04 17:20:14,2023-04-24 18:28:00.000000,2023-04-04 19:14:54,1149.0,100.0,43.0,677.0,421.0,Sidetree Specification and Reference Implementation.,47.0,20,True,1.0,12.0,38.0,440.0,2021-03-09 22:06:35,28.0,,1.0,1.0.2,,28.0,,,,,,,,,,,,,,,,,,,
78,veramo,uport-project/veramo,,,decentralized,,https://github.com/uport-project/veramo,https://github.com/uport-project/veramo,Apache-2.0,2019-11-12 14:18:17,2023-06-08 17:54:13.000000,2023-06-08 08:11:24,1716.0,98.0,20.0,646.0,318.0,A JavaScript Framework for Verifiable Data.,48.0,20,True,32.0,35.0,57.0,332.0,2023-05-02 15:41:47,2.0,,2.0,5.2.0,,2.0,,,,,,,,,,,,,,,,,,,
79,appauth-android,openid/appauth-android,,,authentication,['openid'],https://github.com/openid/AppAuth-Android,https://github.com/openid/AppAuth-Android,Apache-2.0,2016-02-19 15:09:43,2023-06-07 08:32:49.000000,2023-05-21 18:52:03,338.0,768.0,235.0,225.0,2475.0,Android client SDK for communicating with OAuth 2.0 and OpenID Connect providers.,46.0,19,True,6.0,,160.0,503.0,,,,3.0,,,,,,,,,,,,,,,,,,net.openid:appauth,https://search.maven.org/artifact/net.openid/appauth,,,
80,ja3,salesforce/ja3,,,pki,,https://github.com/salesforce/ja3,https://github.com/salesforce/ja3,BSD-3-Clause,2017-06-13 22:54:10,2023-05-25 18:52:34.000000,2023-05-25 18:52:34,148.0,258.0,94.0,41.0,2112.0,JA3 is a standard for creating SSL client fingerprints in an easy to produce and shareable way.,25.0,19,True,5.0,,28.0,22.0,,,1398.0,3.0,,,,,,,,,,,,,,pyja3,https://pypi.org/project/pyja3,1398.0,,,,,,
81,webauthn,w3c/webauthn,,,standards,['w3c'],https://github.com/w3c/webauthn,https://github.com/w3c/webauthn,W3C,2016-02-08 14:51:38,2023-06-08 03:39:07.000000,2023-05-17 19:17:43,2039.0,138.0,167.0,789.0,975.0,Web Authentication: An API for accessing Public Key Credentials.,67.0,19,True,18.0,7.0,75.0,988.0,2018-03-20 13:11:25,,,2.0,CR-00-20180320,,,,,,,,,,,,,,,,,,,,,
82,keystone,openstack/keystone,,,idp,['openstack'],https://github.com/openstack/keystone,https://github.com/openstack/keystone,Apache-2.0,2013-05-30 14:48:39,2023-06-02 19:26:07.000000,2023-06-02 19:20:03,14802.0,641.0,115.0,17.0,656.0,OpenStack Identity (Keystone). Mirror of code maintained at opendev.org.,712.0,19,True,11.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
83,aries-rfcs,hyperledger/aries-rfcs,,,standards,['hyperledger'],https://github.com/hyperledger/aries-rfcs,https://github.com/hyperledger/aries-rfcs,Apache-2.0,2019-05-08 16:49:20,2023-06-05 22:39:45.000000,2023-03-31 16:40:35,2105.0,205.0,58.0,566.0,302.0,"Hyperledger Aries is infrastructure for blockchain-rooted, peer-to-peer interactions.",84.0,19,True,11.0,,50.0,169.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
84,dwn-sdk-js,TBD54566975/dwn-sdk-js,,,decentralized,['web5'],https://github.com/TBD54566975/dwn-sdk-js,https://github.com/TBD54566975/dwn-sdk-js,Apache-2.0,2022-03-11 17:33:48,2023-06-07 22:02:17.000000,2023-06-01 01:13:27,260.0,68.0,16.0,223.0,288.0,Decentralized Web Node (DWN) Reference implementation.,27.0,19,True,76.0,13.0,33.0,134.0,,35.0,,3.0,,,35.0,,,,,,tbd54566975/dwn-sdk-js,https://www.npmjs.com/package/tbd54566975/dwn-sdk-js,,,,,,,,,,,,
85,ion,decentralized-identity/ion,,,decentralized,,https://github.com/decentralized-identity/ion,https://github.com/decentralized-identity/ion,Apache-2.0,2019-01-25 00:34:40,2023-03-23 03:45:28.000000,2023-03-20 08:32:40,214.0,157.0,95.0,183.0,1194.0,The Identity Overlay Network (ION) is a DID Method implementation using the Sidetree protocol atop Bitcoin.,30.0,18,True,8.0,17.0,63.0,68.0,2022-06-09 01:42:53,,,3.0,1.0.4,,,,,,,,,,,,,,,,,,,,,
86,appauth-js,openid/appauth-js,,,authentication,['openid'],https://github.com/openid/AppAuth-JS,https://github.com/openid/AppAuth-JS,Apache-2.0,2017-04-03 11:22:40,2022-10-15 14:37:14.000000,2022-07-19 15:07:09,89.0,149.0,37.0,93.0,922.0,JavaScript client SDK for communicating with OAuth 2.0 and OpenID Connect providers.,10.0,18,True,,,29.0,102.0,,1643.0,,3.0,,,1643.0,,,,,,,,,,,,,,,,,,,
87,vc-data-model,w3c/vc-data-model,,,standards,['w3c'],https://github.com/w3c/vc-data-model,https://github.com/w3c/vc-data-model,W3C,2016-11-15 20:14:42,2023-06-07 18:04:52.000000,2023-06-04 13:19:56,1340.0,70.0,84.0,586.0,235.0,W3C Verifiable Credentials Working Group VC Data Model and Representations specification.,57.0,18,True,88.0,,71.0,476.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
88,openid4vci,sphereon-opensource/openid4vci,sphereon-ssi,,decentralized,,https://github.com/Sphereon-Opensource/OID4VCI,https://github.com/Sphereon-Opensource/OID4VCI,Apache-2.0,2022-10-09 21:29:30,2023-06-05 10:03:57.000000,2023-05-05 07:05:25,482.0,8.0,5.0,49.0,24.0,OpenID for Verifiable Credential Issuance - client and issuer library.,6.0,18,False,251.0,8.0,,5.0,2023-03-17 00:39:19,14.0,,3.0,0.4.0,,14.0,,,,,Sphereon-Opensource/OID4VCI,,,,,,,,,,,,,,
89,trinsic-okapi,trinsic-id/okapi,trinsic-id,,decentralized,,https://github.com/trinsic-id/okapi,https://github.com/trinsic-id/okapi,Apache-2.0,2020-10-19 15:17:13,2023-05-24 00:56:11.000000,2023-04-15 21:46:00,532.0,12.0,5.0,510.0,23.0,Collection of tools that support workflows for authentic data and identity management. Libraries available in most..,14.0,18,False,1.0,19.0,4.0,77.0,2022-05-29 21:14:21,445.0,627.0,3.0,1.6.0,15698.0,445.0,,,,,,,,,,,,,,,,,,,
90,ladon,ory/ladon,,,authorization,['ory'],https://github.com/ory/ladon,https://github.com/ory/ladon,Apache-2.0,2015-10-16 15:21:28,2023-06-08 08:32:25.000000,2023-03-17 11:45:53,148.0,217.0,65.0,103.0,2214.0,A SDK for access control policies: authorization for the microservice and IoT age. Inspired by AWS IAM policies...,49.0,17,True,1.0,40.0,5.0,53.0,2020-04-30 07:36:33,,,3.0,1.2.0,,,,,,,,,,,,,,,,,,,,,
91,spiffe,spiffe/spiffe,,,machine,"['cncf', 'linux-foundation']",https://github.com/spiffe/spiffe,https://github.com/spiffe/spiffe,Apache-2.0,2017-08-07 20:45:21,2023-05-19 16:36:58.000000,2023-05-10 21:38:22,528.0,142.0,82.0,196.0,1236.0,The SPIFFE Project.,57.0,17,True,13.0,,16.0,38.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
92,aries-mobile-agent-react-native,hyperledger/aries-mobile-agent-react-native,aries,,decentralized,['hyperledger'],https://github.com/hyperledger/aries-mobile-agent-react-native,https://github.com/hyperledger/aries-mobile-agent-react-native,Apache-2.0,2020-11-06 19:58:19,2023-06-08 17:35:20.000000,2023-06-07 20:42:14,1447.0,96.0,22.0,611.0,103.0,Aries Mobile Agent React Native - Part of the Aries Bifold effort to provide SSI capabilities in a production ready app.,37.0,17,True,118.0,,48.0,144.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
93,waltid-walletkit,walt-id/waltid-walletkit,waltid-ssikit,,decentralized,,https://github.com/walt-id/waltid-walletkit,https://github.com/walt-id/waltid-walletkit,Apache-2.0,2021-09-24 15:14:51,2023-06-07 18:02:19.115576,2023-06-07 17:02:08,667.0,24.0,2.0,92.0,30.0,"Supercharge your app with SSI, NFTs or fungible tokens.",12.0,17,False,83.0,24.0,2.0,39.0,2023-06-07 18:02:21,,40.0,3.0,1.2306071757.0,,,waltid/walletkit,https://hub.docker.com/r/waltid/walletkit,2023-06-07 18:02:19.115576,859.0,,,,,,,,,,,,,,,
94,barbican,openstack/barbican,,,pki,['openstack'],https://github.com/openstack/barbican,https://github.com/openstack/barbican,Apache-2.0,2014-05-23 22:15:27,2023-06-07 10:54:43.000000,2023-06-07 10:53:19,3552.0,67.0,27.0,5.0,228.0,"Barbican is a ReST API designed for the secure storage, provisioning and management of secrets, including in OpenStack..",295.0,16,True,8.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
95,tbd-ssi-sdk,tbd54566975/ssi-sdk,,,decentralized,['web5'],https://github.com/TBD54566975/ssi-sdk,https://github.com/TBD54566975/ssi-sdk,Apache-2.0,2022-02-02 20:20:10,2023-06-06 17:04:59.000000,2023-06-06 17:04:57,263.0,45.0,13.0,263.0,172.0,self sovereign identity sdk.,16.0,16,True,73.0,4.0,41.0,100.0,,2.0,,3.0,,,2.0,,,,,,,,,,,,,,,,,,,
96,spruceid-ssi,spruceid/ssi,spruceid,,decentralized,,https://github.com/spruceid/ssi,https://github.com/spruceid/ssi,Apache-2.0,2020-08-04 14:40:34,2023-06-08 15:32:13.000000,2023-04-24 13:49:11,521.0,38.0,28.0,336.0,143.0,Core library for decentralized identity.,20.0,16,True,7.0,,69.0,100.0,,104.0,,3.0,,,104.0,,,,,,,,,,,,,,,,,,,
97,pex,sphereon-opensource/pex,sphereon-ssi,,decentralized,,https://github.com/Sphereon-Opensource/PEX,https://github.com/Sphereon-Opensource/PEX,Apache-2.0,2021-04-12 14:54:14,2023-05-01 01:04:53.000000,2023-05-01 01:04:47,880.0,7.0,7.0,96.0,24.0,A Typescript implementation of the DIF Presentation Exchange specification.,13.0,16,False,20.0,24.0,7.0,14.0,2023-04-30 19:45:02,53.0,2.0,3.0,2.0.0,49.0,53.0,,,,,,,,,,,,,,,,,,,
98,solid-specification,solid/specification,solid-project,,standards,['solid'],https://github.com/solid/specification,https://github.com/solid/specification,MIT,2019-05-14 21:20:03,2023-06-08 11:22:00.000000,2023-06-01 17:58:46,882.0,35.0,50.0,158.0,414.0,Solid Technical Reports.,19.0,15,True,31.0,1.0,182.0,126.0,2021-12-21 13:00:06,,,2.0,protocol-v0.9.0,,,,,,,,,,,,,,,,,,,,,
99,did-core,w3c/did-core,,,standards,['w3c'],https://github.com/w3c/did-core,https://github.com/w3c/did-core,W3C,2019-09-10 07:46:26,2023-04-11 23:37:45.000000,2023-04-11 23:37:45,1309.0,81.0,76.0,487.0,372.0,W3C Decentralized Identifier Specification v1.0.,62.0,15,True,1.0,,26.0,324.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
100,tbd-ssi-service,tbd54566975/ssi-service,,,decentralized,['web5'],https://github.com/TBD54566975/ssi-service,https://github.com/TBD54566975/ssi-service,Apache-2.0,2022-03-11 18:07:18,2023-06-08 17:40:38.000000,2023-06-08 14:23:30,329.0,46.0,12.0,356.0,129.0,The Self Sovereign Identity Service.,19.0,15,True,104.0,2.0,75.0,91.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
101,polygon-js-sdk,0xPolygonID/js-sdk,polygon-id,,decentralized,,https://github.com/0xPolygonID/js-sdk,https://github.com/0xPolygonID/js-sdk,,2022-11-08 12:11:09,2023-06-08 08:49:17.000000,2023-06-08 08:49:17,264.0,6.0,5.0,64.0,31.0,SDK to work with Polygon ID.,11.0,15,False,53.0,8.0,4.0,6.0,2023-05-23 16:53:24,13.0,,3.0,1.0.0-beta.9,,13.0,,,,,,,,,,,,,,,,,,,
102,waltid-idpkit,walt-id/waltid-idpkit,waltid-ssikit,,decentralized,,https://github.com/walt-id/waltid-idpkit,https://github.com/walt-id/waltid-idpkit,Apache-2.0,2022-03-21 16:28:15,2023-06-08 00:59:48.734196,2023-06-08 00:53:04,294.0,6.0,2.0,23.0,16.0,OIDC identity provider for SSI & NFTs.,8.0,15,False,81.0,13.0,3.0,32.0,2023-05-24 10:24:55,,39.0,3.0,1.2305241014.0,,,waltid/idpkit,https://hub.docker.com/r/waltid/idpkit,2023-06-08 00:59:48.734196,588.0,,,,,,,,,,,,,,,
